date,open,high,low,close,volume
2025-07-28 04:00:00+00:00,213.18425263148458,214.00101967144602,212.2180844005514,213.2041778564453,37858000
2025-07-29 04:00:00+00:00,213.33363944545516,213.96115480223384,209.9869314052821,210.43515014648438,51411700
2025-07-30 04:00:00+00:00,211.06265157316113,211.55072076453234,206.89917652304968,208.2239227294922,45512500
2025-07-31 04:00:00+00:00,207.66614913739534,209.01080544085684,206.3414028602417,206.74978637695312,80698400
2025-08-01 04:00:00+00:00,210.03673342752194,212.73603143542957,200.7037642416869,201.58029174804688,104434500
2025-08-04 04:00:00+00:00,203.70188303605903,207.058576977071,200.88306382200804,202.54647827148438,75109300
2025-08-05 04:00:00+00:00,202.59623250724772,204.52856877803342,201.3611422546983,202.11813354492188,44155100
2025-08-06 04:00:00+00:00,204.81744899810374,214.52892145014,204.77759854868273,212.40733337402344,108483100
2025-08-07 04:00:00+00:00,218.01510326859565,219.9773200540019,215.7241886502616,219.16055297851562,90224800
2025-08-08 04:00:00+00:00,219.95740294972967,230.08721487155407,218.38364441813084,228.44374084472656,113854000
2025-08-11 04:00:00+00:00,227.27701087414155,228.91238364576833,224.12592192869855,226.53909301757812,61806100
2025-08-12 04:00:00+00:00,227.36673308681236,230.14887046423402,226.42939779448272,229.00210571289062,55626200
2025-08-13 04:00:00+00:00,230.4181341091737,234.33703985510917,229.77992501054072,232.6717529296875,69878500
2025-08-14 04:00:00+00:00,233.39969406647393,234.4567012802976,230.19875827485632,232.12330627441406,51916300
2025-08-15 04:00:00+00:00,233.3398655982593,233.61907447658757,228.69300821277216,230.93666076660156,56038700
2025-08-18 04:00:00+00:00,231.04634466466607,232.46233685580373,229.46083388892833,230.23863220214844,37476200
2025-08-19 04:00:00+00:00,230.6275464777077,232.21305735738468,228.70299840660482,229.90957641601562,39402600
2025-08-20 04:00:00+00:00,229.33119207499826,229.81981519856654,225.13307755654054,225.3723907470703,42263900
2025-08-21 04:00:00+00:00,225.63166356522294,225.88095827873425,223.14868274098328,224.26551818847656,30621200
2025-08-22 04:00:00+00:00,225.53193619713707,228.44369658121065,224.77408575714253,227.11744689941406,42477800
2025-08-25 04:00:00+00:00,225.84107546750252,228.65312729963858,225.59178073979155,226.5191650390625,30983100
2025-08-26 04:00:00+00:00,226.22996704217394,228.84258604761433,224.05612439304167,228.6630859375,54575100
2025-08-27 04:00:00+00:00,227.96506627689797,230.24859923631865,227.6160475796746,229.8397674560547,31259500
2025-08-28 04:00:00+00:00,230.16883391080088,232.7515235304584,228.692998228932,231.90391540527344,38074700
2025-08-29 04:00:00+00:00,231.85405874294378,232.7216147258446,230.71727541448905,231.485107421875,39418400
2025-09-02 04:00:00+00:00,228.60325464814514,230.19874691737337,226.3296880547272,229.07192993164062,44075600
2025-09-03 04:00:00+00:00,236.5408165177042,238.17618932549604,233.69885053091846,237.79725646972656,66427800
2025-09-04 04:00:00+00:00,237.77731160532718,239.2232180033205,236.07214416452067,239.1035614013672,47549400
2025-09-05 04:00:00+00:00,239.32291694518142,240.63920029193574,237.81718240373485,239.0137939453125,54870400
2025-09-08 04:00:00+00:00,238.62490021245955,239.47249309970456,235.67324414176576,237.2089080810547,48999500
2025-09-09 04:00:00+00:00,236.33139119913957,238.1063683630383,232.70166073618753,233.68887329101562,66313900
2025-09-10 04:00:00+00:00,231.53498298240493,231.7643298806428,225.31258085277642,226.15020751953125,83440800
2025-09-11 04:00:00+00:00,226.23995033725743,229.7998710451417,226.010588238333,229.3810577392578,50208600
2025-09-12 04:00:00+00:00,228.5733443098202,233.84841389514688,228.3739115767776,233.40966796875,55824200
2025-09-15 04:00:00+00:00,236.33139853346725,237.5180438551372,234.36695488957946,236.03224182128906,42699500
2025-09-16 04:00:00+00:00,236.51088466190768,240.53949594661788,235.65332541334,237.4781494140625,63421100
2025-09-17 04:00:00+00:00,238.2958480596019,239.42266510979977,237.05934071942244,238.3157958984375,46508000
2025-09-18 04:00:00+00:00,239.2930082114909,240.51953392817583,235.98236714862816,237.2089080810547,44249600
2025-09-19 04:00:00+00:00,240.54944568604057,245.60514967420656,239.53233423145286,244.80740356445312,163741300
2025-09-22 04:00:00+00:00,247.5995237986898,255.9160073848096,247.42002368458668,255.35755920410156,105517400
2025-09-23 04:00:00+00:00,255.15814081026073,256.6140134777918,252.86462630601793,253.71221923828125,60275200
2025-09-24 04:00:00+00:00,254.49999981420794,255.01853710208397,250.33178410429736,251.59820556640625,42303700
2025-09-25 04:00:00+00:00,252.4956917858775,256.44452717224715,250.99992334214926,256.1453552246094,55202100
2025-09-26 04:00:00+00:00,253.38315498635407,256.87328100426123,253.06405044687503,254.73931884765625,46076300
2025-09-29 04:00:00+00:00,253.84185736381545,254.28061851263055,252.29622703166862,253.71221923828125,40127700
2025-09-30 04:00:00+00:00,254.1410137555297,255.1980209495745,252.39595068950493,253.9116668701172,37704300
2025-10-01 04:00:00+00:00,254.3205078449461,258.05994405161016,254.21081755391603,254.72935485839844,48713900
2025-10-02 04:00:00+00:00,255.85613542550084,257.45162766856953,253.43299812845933,256.40460205078125,42630200
2025-10-03 04:00:00+00:00,253.9515436206674,258.5086431914624,253.23357360959045,257.2920837402344,49155600
2025-10-06 04:00:00+00:00,257.2621712100349,258.3391414491699,254.33047806472084,255.96585083007812,44664100
2025-10-07 04:00:00+00:00,256.0854948355218,256.67382669789566,254.70938317067183,255.75643920898438,31955800
2025-10-08 04:00:00+00:00,255.79633660873378,257.7906945345413,255.38748958216482,257.3320007324219,36496900
2025-10-09 04:00:00+00:00,257.082687156571,257.2721535801604,252.42586356688122,253.3233184814453,38322000
2025-10-10 04:00:00+00:00,254.2207817432353,255.6567217403356,243.3116425485481,244.57806396484375,61999100
2025-10-13 04:00:00+00:00,248.6764678182016,248.98559082884384,244.86723728717817,246.96131896972656,38142900
2025-10-14 04:00:00+00:00,245.90431694508948,248.14796941642882,244.00966795095763,247.07101440429688,35478000
2025-10-15 04:00:00+00:00,248.78616738422895,251.10959602979932,246.77186176083558,248.63658142089844,33893600
2025-10-16 04:00:00+00:00,247.54966879270205,248.33743345063007,244.43847540742667,246.75192260742188,39777000
2025-10-17 04:00:00+00:00,247.3203043073955,252.66518358811555,246.57242016484557,251.5782470703125,49147000
2025-10-20 04:00:00+00:00,255.168106265739,263.63416054313814,254.90884523128253,261.50018310546875,90483000
2025-10-21 04:00:00+00:00,261.1412435480521,264.54162761794373,261.0913663387469,262.0287170410156,46695900
2025-10-22 04:00:00+00:00,261.9090191460537,262.1084670888602,254.70938662410154,257.72088623046875,45015300
2025-10-23 04:00:00+00:00,259.206686997747,259.8847613495841,257.28213901467177,258.8476867675781,32754900
2025-10-24 04:00:00+00:00,260.4531458541269,263.3848541030092,258.44880663072195,262.07855224609375,38253700
2025-10-27 04:00:00+00:00,264.13276036080543,268.36078929414754,263.90339825112477,268.0516662597656,44888200
2025-10-28 04:00:00+00:00,268.23113785786586,269.12862319727753,267.39351124836816,268.2411193847656,41534800
2025-10-29 04:00:00+00:00,268.5203194424725,270.6443152614699,266.35642794866993,268.93914794921875,51086700
2025-10-30 04:00:00+00:00,271.2226702585742,273.36662916750566,267.72259312931254,270.63433837890625,69886500
2025-10-31 04:00:00+00:00,276.2085891024436,276.53767519933945,268.40069127196034,269.6072692871094,86167100
2025-11-03 05:00:00+00:00,269.65711516237894,270.08589475979994,265.49886601188945,268.29095458984375,50194600
2025-11-04 05:00:00+00:00,267.5730004152706,270.72408938596277,266.86501191822913,269.2781982421875,49274800
2025-11-05 05:00:00+00:00,267.8522167164328,270.9335263776032,266.17696342424256,269.3779296875,43683100
2025-11-06 05:00:00+00:00,267.1342708755924,272.6287059365568,267.1342708755924,269.0089416503906,51204000
2025-11-07 05:00:00+00:00,269.03885049148494,271.5218466038475,266.0173996929098,267.7126159667969,48227400
2025-11-10 05:00:00+00:00,268.46122924118225,273.22240319845355,266.96401085683,268.93035888671875,41312400
2025-11-11 05:00:00+00:00,269.3096487524697,275.3983427074405,269.2996575494418,274.73956298828125,46208300
2025-11-12 05:00:00+00:00,274.49002155435767,275.2186787593472,271.19615348009904,272.9628601074219,48398000
2025-11-13 05:00:00+00:00,273.6016697208788,276.1868935731559,271.5854266195937,272.44384765625,49602800
2025-11-14 05:00:00+00:00,270.54732197227213,275.44821996704485,269.10002929321837,271.9048156738281,47431300
2025-11-17 05:00:00+00:00,268.3214829895084,269.98836893107386,265.237217022597,266.9639892578125,45018300
2025-11-18 05:00:00+00:00,269.48932037088264,270.2079864201871,264.8279974843966,266.9440612792969,45677300
2025-11-19 05:00:00+00:00,265.0375710636542,271.7051756343288,265.00762791735707,268.06195068359375,40424500
2025-11-20 05:00:00+00:00,270.327749378444,274.91922505965954,265.42688147061517,265.7562561035156,45823600
2025-11-21 05:00:00+00:00,265.4568071090486,272.8230952896135,265.17732758833057,270.98651123046875,59030800
2025-11-24 05:00:00+00:00,270.397615191446,276.4863089537433,270.397615191446,275.4083251953125,65585800
2025-11-25 05:00:00+00:00,274.75953066216096,279.8600705608694,274.73957871594786,276.4563903808594,46914200
2025-11-26 05:00:00+00:00,276.44637611579356,279.01161742605893,276.1170014953278,277.0352783203125,33431400
2025-11-28 05:00:00+00:00,276.7458380127342,278.4826014787427,275.4781737009374,278.3328857421875,20135600
2025-12-01 05:00:00+00:00,277.4944549964911,282.89442609469603,275.62792768573877,282.57501220703125,46587700
2025-12-02 05:00:00+00:00,282.47518456741903,286.86701880065203,282.10587559562896,285.6592712402344,53669500
2025-12-03 05:00:00+00:00,285.6692634925469,288.0847586222564,282.77461708045536,283.623046875,43538700
2025-12-04 05:00:00+00:00,283.5731318378766,284.20196835267484,278.07334059490756,280.179443359375,43989100
2025-12-05 05:00:00+00:00,280.01974631085085,280.6186397013617,277.53434330937836,278.26300048828125,47265800
2025-12-08 05:00:00+00:00,277.6142094762677,279.15136205700173,275.6378704438954,277.3746643066406,38211800
2025-12-09 05:00:00+00:00,277.64414811825674,279.5106752769474,276.40645748061854,276.66595458984375,32193300
2025-12-10 05:00:00+00:00,277.23491184461454,279.2312028389952,275.92734368017386,278.26300048828125,33038300
2025-12-11 05:00:00+00:00,278.5824273392719,279.07150890817053,273.3022288840155,277.514404296875,33248000
2025-12-12 05:00:00+00:00,277.38464634485007,278.70220580092337,276.30666253778065,277.7639465332031,39532900
2025-12-15 05:00:00+00:00,279.63046152672615,279.63046152672615,272.33402020742307,273.6016540527344,50409100
2025-12-16 05:00:00+00:00,272.3140798989353,274.9891026980292,271.2859911871425,274.1007385253906,37648600
2025-12-17 05:00:00+00:00,274.50001118897205,275.6478724530811,271.13626563598973,271.33587646484375,50138700
2025-12-18 05:00:00+00:00,273.1025913325419,273.12257373871984,266.4549687260805,271.68524169921875,51630700
2025-12-19 05:00:00+00:00,271.6453053723066,274.09077415448866,269.399477884542,273.1625061035156,144632000
2025-12-22 05:00:00+00:00,272.3539780142796,273.37210596231955,270.00836035897595,270.4674987792969,36571800
2025-12-23 05:00:00+00:00,270.3377490962612,271.99467443806464,269.06012395403746,271.85491943359375,29642000
2025-12-24 05:00:00+00:00,271.8349404799371,274.9192064044749,271.69521595033444,273.3022155761719,17910600
2025-12-26 05:00:00+00:00,273.65157518449314,274.859322715931,272.35396775197984,272.8929748535156,21521800
2025-12-29 05:00:00+00:00,272.1843267483383,273.8512128461511,271.8449608988494,273.2523498535156,23715200
2025-12-30 05:00:00+00:00,272.304089543875,273.5717234473003,271.77507361210075,272.5735778808594,22139600
2025-12-31 05:00:00+00:00,272.553621806917,273.17246717497864,271.24605357156486,271.3558349609375,27293600
2026-01-02 05:00:00+00:00,271.75509761912826,277.32473598417806,268.5011336129586,270.5074157714844,37838100
2026-01-05 05:00:00+00:00,270.1381104139889,271.0064921177503,265.6464557026853,266.7643737792969,45647200
2026-01-06 05:00:00+00:00,266.504853430471,267.0538212812338,261.6338984265986,261.8734436035156,52352100
2026-01-07 05:00:00+00:00,262.71190159101934,263.1909919246956,259.32817380451803,259.8471984863281,48309800
2026-01-08 05:00:00+00:00,256.5433578451618,258.80916773471864,255.22581364132833,258.55963134765625,50419300
2026-01-09 05:00:00+00:00,258.5995368285105,259.7274461787287,255.74485516422806,258.8890075683594,39997000
2026-01-12 05:00:00+00:00,258.6794199598783,260.8154357257053,256.32378048041085,259.76739501953125,45263800
2026-01-13 05:00:00+00:00,258.24022168851656,261.3244878277737,257.9108470550362,260.5658874511719,45730800
2026-01-14 05:00:00+00:00,259.0087756526009,261.33447181199796,256.23393227813756,259.4779052734375,40019400
2026-01-15 05:00:00+00:00,260.1666175851947,260.5559089501236,256.5732877053955,257.73114013671875,39388600
2026-01-16 05:00:00+00:00,257.4217372195352,258.41988279267105,254.45724364888233,255.05613708496094,72142800
2026-01-20 05:00:00+00:00,252.26132447540706,254.31750190322293,242.9685916985444,246.2425079345703,80267500
2026-01-21 05:00:00+00:00,248.23880604127606,251.09350304772093,244.72532928784554,247.1907501220703,54641700
2026-01-22 05:00:00+00:00,248.737864640942,250.53452965267718,247.68980878155546,247.8894500732422,39708300
2026-01-23 05:00:00+00:00,246.86136630134166,248.94748685874615,244.22624741136653,247.58001708984375,41689000
2026-01-26 05:00:00+00:00,251.01363570547153,256.08421686766076,249.336758511775,254.9363555908203,55969200
2026-01-27 05:00:00+00:00,258.68937090303496,261.46421404872183,257.73112933459527,257.791015625,49648300
2026-01-28 05:00:00+00:00,257.17220993748055,258.3799575946877,254.03803333601454,255.96446228027344,41288000
2026-01-29 05:00:00+00:00,257.52154586161765,259.16847988830324,253.93820707645818,257.801025390625,67253000
2026-01-30 05:00:00+00:00,254.69678984095313,261.41430490835,251.7123292610244,258.9988098144531,92443400
2026-02-02 05:00:00+00:00,259.5478036352127,269.98839826257677,258.7293169184304,269.5093078613281,73913400
2026-02-03 05:00:00+00:00,268.70080609664296,271.3758289780004,267.11372779647115,268.98028564453125,64394700
2026-02-04 05:00:00+00:00,271.7850411492978,278.432693698261,271.7850411492978,275.97723388671875,90545700
2026-02-05 05:00:00+00:00,277.6142303156022,278.98168486317746,272.72332314901723,275.3983459472656,52977400
2026-02-06 05:00:00+00:00,276.6060720438839,280.3890519626743,276.4164219647768,277.6042175292969,50453400
2026-02-09 05:00:00+00:00,277.6541982366954,277.9439398399519,271.4499228389202,274.3672180175781,44623400
2026-02-10 05:00:00+00:00,274.6369782150198,275.11651686144285,272.68876099546605,273.4280700683594,34376900
2026-02-11 05:00:00+00:00,274.44714753122867,279.92208361183503,274.1973776592452,275.24639892578125,51931300
2026-02-12 05:00:00+00:00,275.3363333447182,275.46621856633783,259.94051360693726,261.4891052246094,81077200
2026-02-13 05:00:00+00:00,261.7688319830923,261.9886306947134,255.21485759663088,255.5445556640625,56290700
2026-02-17 05:00:00+00:00,257.8124646511843,266.0449008431299,255.30478047881587,263.6371154785156,58469100
2026-02-18 05:00:00+00:00,263.35737977838915,266.57441720150126,262.20844437502524,264.106689453125,34203300
2026-02-19 05:00:00+00:00,262.35827847824623,264.2365527856389,259.81060750150084,260.3401184082031,30845300
2026-02-20 05:00:00+00:00,258.73163460792017,264.5063132392292,257.9223826043077,264.3364562988281,42070500
2026-02-23 05:00:00+00:00,263.24744081710827,269.1819753311392,263.13755670993424,265.9349670410156,37308200
2026-02-24 05:00:00+00:00,267.61343657617186,274.6369951599546,267.46358073991865,271.8895263671875,47014600
2026-02-25 05:00:00+00:00,271.5298429675081,274.6869380517792,270.8005039088116,273.97760009765625,33714300
2026-02-26 05:00:00+00:00,274.6969199809464,275.8558253670768,270.55071567552415,272.6987609863281,32345100
2026-02-27 05:00:00+00:00,272.5588900215503,272.5588900215503,262.6480379442022,263.93682861328125,72366500
2026-03-02 05:00:00+00:00,262.16844722421786,266.2846497598317,259.960490133898,264.476318359375,41827900
2026-03-03 05:00:00+00:00,263.23749216234586,265.31556422164516,259.8905695547566,263.5072326660156,38568900
2026-03-04 05:00:00+00:00,264.4063951364299,265.9050144519466,261.179387723623,262.2783508300781,39803100
2026-03-05 05:00:00+00:00,260.54995479568396,261.3192350446657,257.01320478174756,260.0504150390625,49658600
2026-03-06 05:00:00+00:00,258.39192833924307,258.53178361058343,254.13584003818684,257.2229919433594,41120000
2026-03-09 04:00:00+00:00,255.45463216869055,260.9095975388004,253.44647267699952,259.6407775878906,38218500
2026-03-10 04:00:00+00:00,257.4128391437035,262.2384104290217,256.71350175461305,260.58990478515625,30590800
2026-03-11 04:00:00+00:00,260.8496568052655,261.888707997661,259.3110658747261,260.5699157714844,26218900
2026-03-12 04:00:00+00:00,258.4219063383753,258.71164792954545,253.94601921584928,255.52456665039062,40794000
2026-03-13 04:00:00+00:00,255.24483747003174,256.0940459350445,249.29033192864068,249.8897705078125,36930000
2026-03-16 04:00:00+00:00,251.87794235419486,253.6563027081548,249.6499992581203,252.58729553222656,32074200
2026-03-17 04:00:00+00:00,252.72716690012706,254.89516767044782,251.94787083452104,253.99598693847656,32361600
2026-03-18 04:00:00+00:00,252.3974721128864,254.70534343896443,248.7708084606242,249.70994567871094,35757900
2026-03-19 04:00:00+00:00,249.17043241392184,251.5982036354298,247.0723745163624,248.73085021972656,34864100
2026-03-20 04:00:00+00:00,247.7517334570195,248.97061168291066,245.77356028907465,247.76173400878906,88331100
2026-03-23 04:00:00+00:00,253.73622734962268,254.3656523266213,250.0496214753341,251.25851440429688,40546100
2026-03-24 04:00:00+00:00,250.1195650925759,254.5954370944537,249.32029842391177,251.4083709716797,45152300
2026-03-25 04:00:00+00:00,253.86611511385965,254.76528059453105,251.3684162845015,252.38746643066406,28476700
2026-03-26 04:00:00+00:00,251.88793104116345,256.76344411909713,250.53918279672283,252.6572265625,41796700
2026-03-27 04:00:00+00:00,253.666280215245,255.2548282141602,247.8416601166152,248.57098388671875,47900000
2026-03-30 04:00:00+00:00,249.83982057534305,250.63907198816298,245.28400520065438,246.40298461914062,39446200
2026-03-31 04:00:00+00:00,247.6818040942864,255.24482803058763,246.87255213324852,253.55638122558594,49598100
2026-04-01 04:00:00+00:00,253.8461228128272,255.94418062939917,253.096813183035,255.3946990966797,40059400
2026-04-02 04:00:00+00:00,253.96601496217014,255.89424639361263,250.4192795609811,255.68443298339844,31289400
2026-04-06 04:00:00+00:00,256.27389167390277,261.9186847371787,256.2239194053331,258.6217041015625,29329900
2026-04-07 04:00:00+00:00,255.92421782448065,255.96418954301222,245.47383916108728,253.26666259765625,62148000
2026-04-08 04:00:00+00:00,258.2121146377317,259.51090582044134,256.29386854025813,258.66168212890625,41032800
2026-04-09 04:00:00+00:00,258.7615948993736,260.879638597066,255.8342992320816,260.2502136230469,28121600
2026-04-10 04:00:00+00:00,259.7406946341393,261.94865175168746,258.78155637925676,260.240234375,31291500
2026-04-13 04:00:00+00:00,259.49093671136296,259.9405042051452,256.4237552437805,258.96142578125,36234700
2026-04-14 04:00:00+00:00,259.01136264890187,261.68888841493145,256.9532612999924,258.59173583984375,48370700
2026-04-15 04:00:00+00:00,257.92237663273806,266.3146386359468,257.57269269729437,266.18475341796875,49913500
2026-04-16 04:00:00+00:00,266.55439590858066,266.91408037974617,261.0294875448873,263.15753173828125,43323100
2026-04-17 04:00:00+00:00,266.7142527536172,272.0493335842862,266.47448343207725,269.98126220703125,61436200
2026-04-20 04:00:00+00:00,270.08114756253855,274.0275237795767,270.04120633500696,272.79864501953125,36590200
2026-04-21 04:00:00+00:00,271.250098918132,272.5488901425708,265.1557075406741,265.9250183105469,50209800
2026-04-22 04:00:00+00:00,267.5734973129919,273.48803128351057,266.62435952726383,272.9185791015625,43249200
2026-04-23 04:00:00+00:00,274.79681820267325,275.5161566987003,271.39995382845746,273.1783142089844,33399600
2026-04-24 04:00:00+00:00,272.50893317942314,272.80864483253174,269.4017800912603,270.81048583984375,38157100
2026-04-27 04:00:00+00:00,265.84505761361925,268.1129570778125,264.8260075108844,267.3636474609375,41466800
2026-04-28 04:00:00+00:00,272.0893199684016,272.97851539952296,268.4127145556596,270.4608154296875,40018900
2026-04-29 04:00:00+00:00,267.3037117460274,270.7905199823619,266.7942019267937,269.92132568359375,30047900
2026-04-30 04:00:00+00:00,270.25102650288807,275.7459641951834,267.893213328058,271.1002502441406,91848200
2026-05-01 04:00:00+00:00,278.6032901046287,286.95561044034525,278.1137509144006,279.88214111328125,79915400
2026-05-04 04:00:00+00:00,279.4025768563376,280.3716851917065,274.60697695873915,276.5751647949219,46668400
2026-05-05 04:00:00+00:00,276.6750995896243,284.30808218316156,276.2455026895375,283.9184265136719,49311700
2026-05-06 04:00:00+00:00,281.66051049385584,287.76487170009636,280.8112868075762,287.245361328125,58336100
2026-05-07 04:00:00+00:00,289.00371711581823,291.8611003514943,285.5169394038565,287.1754150390625,45224300
2026-05-08 04:00:00+00:00,289.7430674686918,294.4886952888782,289.7330669166447,293.0500183105469,52692800
2026-05-11 04:00:00+00:00,291.9800109863281,293.8800048828125,290.2300109863281,292.67999267578125,42247300
2026-05-12 04:00:00+00:00,292.55999755859375,295.2699890136719,292.55999755859375,294.79998779296875,45748100
2026-05-13 04:00:00+00:00,293.5,300.9200134277344,293.5,298.8699951171875,52684300
2026-05-14 04:00:00+00:00,299.82000732421875,300.45001220703125,295.3800048828125,298.2099914550781,35324900
2026-05-15 04:00:00+00:00,297.8999938964844,303.20001220703125,296.5199890136719,300.2300109863281,54862800
2026-05-18 04:00:00+00:00,300.239990234375,300.6600036621094,294.9100036621094,297.8399963378906,34483000
2026-05-19 04:00:00+00:00,296.9700012207031,300.510009765625,296.3500061035156,298.9700012207031,42243600
2026-05-20 04:00:00+00:00,298.17999267578125,302.79998779296875,298.0799865722656,302.25,38229800
2026-05-21 04:00:00+00:00,301.05999755859375,305.5400085449219,300.3999938964844,304.989990234375,42965100
2026-05-22 04:00:00+00:00,306.1199951171875,311.3999938964844,305.8399963378906,308.82000732421875,43670200
2026-05-26 04:00:00+00:00,309.55999755859375,311.82000732421875,307.6700134277344,308.3299865722656,48000500
2026-05-27 04:00:00+00:00,308.3299865722656,313.260009765625,308.29998779296875,310.8500061035156,50430900
2026-05-28 04:00:00+00:00,310.67999267578125,312.79998779296875,309.57000732421875,312.510009765625,48220400
2026-05-29 04:00:00+00:00,311.7799987792969,315.0,309.5299987792969,312.05999755859375,70026800
2026-06-01 04:00:00+00:00,309.6300048828125,310.94000244140625,305.0199890136719,306.30999755859375,48849900
2026-06-02 04:00:00+00:00,307.4599914550781,315.45001220703125,306.69000244140625,315.20001220703125,44534700
2026-06-03 04:00:00+00:00,314.17999267578125,316.94000244140625,308.8500061035156,310.260009765625,50836700
2026-06-04 04:00:00+00:00,313.2300109863281,313.5400085449219,309.6499938964844,311.2300109863281,44869100
2026-06-05 04:00:00+00:00,312.8599853515625,315.1700134277344,307.1499938964844,307.3399963378906,65310500
2026-06-08 04:00:00+00:00,308.739990234375,317.3999938964844,301.1700134277344,301.5400085449219,77949100
2026-06-09 04:00:00+00:00,300.2799987792969,300.75,287.7799987792969,290.54998779296875,70108800
2026-06-10 04:00:00+00:00,290.739990234375,294.75,287.3800048828125,291.5799865722656,52793300
2026-06-11 04:00:00+00:00,293.7200012207031,297.0,289.5899963378906,295.6300048828125,42572500
2026-06-12 04:00:00+00:00,296.0299987792969,297.1400146484375,289.6199951171875,291.1300048828125,38742100
2026-06-15 04:00:00+00:00,294.1199951171875,297.7799987792969,291.70001220703125,296.4200134277344,45732600
2026-06-16 04:00:00+00:00,295.25,300.4800109863281,293.9700012207031,299.239990234375,39874400
2026-06-17 04:00:00+00:00,300.8500061035156,302.07000732421875,294.3599853515625,295.95001220703125,42745100
2026-06-18 04:00:00+00:00,298.1099853515625,300.57000732421875,295.6199951171875,298.010009765625,85962200
2026-06-22 04:00:00+00:00,297.30999755859375,302.4200134277344,296.760009765625,297.010009765625,44879900
2026-06-23 04:00:00+00:00,297.5400085449219,301.6400146484375,294.17999267578125,294.29998779296875,52010900
2026-06-24 04:00:00+00:00,295.3599853515625,299.70001220703125,292.94000244140625,293.0799865722656,53081900
2026-06-25 04:00:00+00:00,287.3999938964844,288.79998779296875,273.75,275.1499938964844,107013700
2026-06-26 04:00:00+00:00,275.0,285.95001220703125,274.2099914550781,283.7799987792969,261775500
2026-06-29 04:00:00+00:00,286.7300109863281,288.3699951171875,279.8500061035156,281.739990234375,66427000
2026-06-30 04:00:00+00:00,281.1700134277344,289.94000244140625,280.70001220703125,289.3599853515625,65100200
2026-07-01 04:00:00+00:00,293.44000244140625,296.5899963378906,289.20001220703125,294.3800048828125,50164200
2026-07-02 04:00:00+00:00,294.1199951171875,309.4200134277344,293.67999267578125,308.6300048828125,75352800
2026-07-06 04:00:00+00:00,307.67999267578125,314.20001220703125,307.010009765625,312.6600036621094,49130304
